protest_date,region,location,actor,size,notes
2019-01-27,,Brüssel,Rise for the Climate,70000.0,Tens of thousands demonstrate in Brussels for climate protection organized by 'Rise for the Climate'.
2019-01-22,Bayern,Vöhringen,OTHER_CLIMATE_GROUP,,"Students in Vöhringen participated in a climate strike action in Ulm, with different schools in the region having different approaches to handling the strike."
2022-12-09,Bayern,München,OTHER_CLIMATE_GROUP,,"Protests by climate activists in Munich, including blocking streets and highways, have been temporarily banned by the city due to safety concerns."
2022-12-05,Bayern,München,OTHER_CLIMATE_GROUP,,"Climate activists blocked the Stachus, a major traffic junction in Munich, as well as highways A9 and A96, causing disruptions."
2022-12-04,Bayern,München,OTHER_CLIMATE_GROUP,,"Activists from the 'Last Generation' group glued themselves to a runway at Munich Airport, leading to a 45-minute closure of the northern runway."
2019-09-20,,New York,FFF,100000.0,"Greta Thunberg speaks at the worldwide climate strikes in New York, encouraging young people to continue their activism and holding politicians accountable for their actions on climate change."
2019-09-21,,New York,OTHER_CLIMATE_GROUP,700.0,"Greta Thunberg speaks at the UN Youth Climate Summit in New York, where young delegates develop proposals to fight climate change and present them to world leaders."
2021-08-17,Berlin,Berlin,OTHER_CLIMATE_GROUP,,Environmental protection groups continued their climate protection protests in Berlin on Tuesday.
2020-12-29,Hessen,Kassel,OTHER_CLIMATE_GROUP,,"Record number of protests in major cities in Hessen, including Kassel, in 2020, including protests for climate protection and against highway expansion."
2020-12-29,Hessen,Kassel,OTHER_CLIMATE_GROUP,,Protest in Kassel in solidarity with victims of racism and police violence.
2019-12-06,Nordrhein-Westfalen,Madrid,FFF,500000.0,Large climate march in Madrid with Greta Thunberg and Javier Bardem calling for action.
2019-09-20,Berlin,Berlin,FFF,270000.0,"Fridays for Future protest in Berlin with over 270,000 participants calling for more climate protection."
2019-09-27,Bayern,München,FFF,,Fridays for Future protest in München calling for more climate protection.
2019-04-25,Hamburg,Hamburg,FFF,2000.0,"Schüler-Demos in Hamburg mit etwa 2000 Teilnehmern, die sich für den Klimaschutz einsetzen und Sprechchöre anstimmen."
2020-12-06,Hessen,Kassel,OTHER_CLIMATE_GROUP,,"Record number of protests in major cities in Hesse, including Kassel, in 2020, including protests for climate protection, club preservation, and against highway expansion."
2023-01-13,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,,"Greta Thunberg visited Lützerath and criticized the police's actions during the eviction of the village, she held a sign saying 'Keep it in the ground' and announced her participation in a planned rally for the preservation of Lützerath."
2021-03-19,Niedersachsen,Verden,FFF,,Fridays for Future Verden: Plakate machen auf Klimakrise aufmerksam - A group of four activists from Fridays for Future Verden gathered on the town hall square to raise awareness about climate change through a sign action.
2019-05-24,Nordrhein-Westfalen,Warendorf,FFF,1500.0,Fridays-for-Future demonstration in Warendorf with 1500 participants protesting for more climate protection.
2019-05-24,Nordrhein-Westfalen,Münster,FFF,1500.0,Fridays-for-Future demonstration in Münster with 1500 participants protesting for more climate protection.
2019-05-24,Nordrhein-Westfalen,Wadersloh,FFF,0.0,Klimastreik in Wadersloh starting at 11 am.
2019-05-24,Nordrhein-Westfalen,Bonn,FFF,3000.0,Demonstration in Bonn with 3000 participants advocating for climate justice.
2019-05-24,Nordrhein-Westfalen,Düsseldorf,FFF,3000.0,Demonstration in Düsseldorf with 3000 participants holding up red cards as a sign of protest against the insufficient climate policy of the European Union.
2019-05-24,Hamburg,Hamburg,FFF,10000.0,Demonstration in Hamburg with 10000 participants advocating for climate justice.
2019-05-24,Nordrhein-Westfalen,Hamm,FFF,0.0,Demonstration in Hamm on the topic of climate protection.
2019-11-30,Bremen,Bremen,FFF,,Fridays for Future activists present their mobility concept for a car-free and climate-neutral Bremen.
2019-06-05,Bayern,Wien,OTHER_CLIMATE_GROUP,,"Climate protest in Vienna, Austria, turned violent with allegations of police brutality, including a protester being pushed under a moving car and another being beaten by police officers."
2019-01-25,Berlin,Berlin,FFF,150000.0,"Klimastreik in Berlin vor dem Wirtschaftsministerium, bei dem Tausende Schülerinnen und Schüler für den Klimaschutz demonstrieren und die Politiker zum Handeln auffordern."
2020-06-05,Schleswig-Holstein,Kopenhagen,OTHER_CLIMATE_GROUP,400.0,Danish protesters in Copenhagen lined up shoes in front of the parliament to demand stronger climate efforts from their government.
2019-04-18,Schleswig-Holstein,London,XR,500.0,Protesters from the Extinction Rebellion movement were arrested in London after engaging in sit-ins on streets and bridges to demand more climate protection; the activists also threatened to disrupt operations at London's Heathrow Airport.
2020-04-24,Nordrhein-Westfalen,Aachen,FFF,,Globaler Streiktag im Netz: Klimaaktivisten lassen sich von Corona nicht abhalten - Klimaaktivisten haben am globalen Aktionstag von „Fridays for Future“ teilgenommen und Plakate am Elisenbrunnen in Aachen abgelegt.
2019-04-19,,Miq/Aljxic,FFF,25000.0,Thousands protest on Good Friday for more climate protection.
2019-03-15,Bayern,Marktredwitz,OTHER_CLIMATE_GROUP,200.0,Around 200 young people and some adults marched through Marktredwitz with signs to protest for climate protection.
2019-11-29,,Zlxj,FFF,200.0,"Around 200 participants of the Fridays for Future protest march through the city center, chanting slogans and making their demands."
2020-11-12,Hessen,Dannenröder Forst,OTHER_CLIMATE_GROUP,,"Protest against the clearing of Dannenröder Forst to prevent the expansion of the A49 highway, with clashes between activists and the police."
2019-12-06,Nordrhein-Westfalen,Madrid,OTHER_CLIMATE_GROUP,500000.0,Large climate protest in Madrid with conflicting reports on the number of participants.
2019-10-15,Bayern,Nürnberg,XR,,"Extinction Rebellion protests in front of the FAU canteen, symbolizing the consequences of climate change."
2019-10-25,,Washington,OTHER_CLIMATE_GROUP,,"Jane Fonda and Ted Danson were arrested during a climate protest in front of the Capitol in Washington, D.C., for blocking the street."
2016-08-29,Nordrhein-Westfalen,Aachen,OTHER_CLIMATE_GROUP,,Climate camp with successful protest actions and discussions with union representatives and local population; investigations for trespassing and other offenses
2020-12-06,Hessen,Kassel,OTHER_CLIMATE_GROUP,,"Record number of protests in major cities in Hessen, including Kassel, in 2020, including protests for climate protection, club preservation, and against highway expansion."
2019-06-17,Nordrhein-Westfalen,Münster,OTHER_CLIMATE_GROUP,,Protesters demand the sale of RWE shares and symbolically block the CDU office in Münster.
2019-06-21,Bayern,Schwabach,OTHER_CLIMATE_GROUP,,"Climate protest in front of the office of politician Karl Freller in Schwabach, asking why he is not taking action."
2019-06-10,Schleswig-Holstein,Kiel,OTHER_CLIMATE_GROUP,50.0,"Climate activists block the cruise ship 'Zuiderdam' in the port of Kiel for six hours, preventing it from leaving."
2019-02-15,,Yicjic,FFF,,"Thousands of students demonstrate against climate change in Yicjic, Germany."
2019-04-08,Berlin,Berlin,FFF,,"Students from the 'Fridays for Future' movement presented a catalog of demands for more climate protection to politicians at the Berlin Natural History Museum, calling for the shutdown of a quarter of German coal-fired power plants this year and a coal phase-out by 2030, as well as the implementation of a CO2 tax on greenhouse gases."
2019-01-18,Bayern,München,FFF,3000.0,Students demonstrate with self-painted signs in front of the university in Munich for climate protection.
2021-09-10,Bayern,München,OTHER_CLIMATE_GROUP,,"Anti-IAA activists protested by abseiling from highway bridges, causing partial road closures and criticism of the police."
2021-09-10,Bayern,München,OTHER_CLIMATE_GROUP,,"An activist blocked a highway by abseiling from a bridge, leading to a police intervention and the reopening of the road after about an hour."
2021-06-24,Hessen,Alsfeld,OTHER_CLIMATE_GROUP,,A woman in the Dannenröder Forest protest camp was sentenced to two years and three months in prison for assaulting police officers.
2020-09-01,Hamburg,Hamburg,FFF,,Fridays for Future activists in Hamburg have set up a camp to demand action on climate justice and to regain visibility for their cause during the COVID-19 pandemic.
2019-11-28,,Aüijixi,ZZZ,33000.0,"Zehntausende protestieren bayernweit für mehr Klimaschutz. Demonstranten halten einen Luftballon mit Globusaufdruck hoch, der mit einem Pflaster und unglücklichen Gesichtszügen beklebt ist."
2019-02-02,Baden-Württemberg,Stuttgart,OTHER_CLIMATE_GROUP,800.0,"Demonstration gegen das Fahrverbot in Stuttgart mit rund 800 Teilnehmern, einige trugen gelbe Westen."
2021-03-22,Bayern,Vilsbiburg,FFF,,Fridays for Future Vilsbiburg: Plakataktion zum globalen Klimastreik - Landshut - idowa
2023-01-13,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,,"Protest against the eviction of Lützerath for lignite mining, with participation of Green Party members, including Luisa Neubauer and Timon Dzienus, and confrontations with the police."
2023-01-24,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"One year of climate glue: Last Generation between protest and violence - Bavaria. The Last Generation activist group celebrates its first anniversary with a review of their protests for a new climate policy, which have included blockades of highways and other actions that have been controversial and sometimes illegal."
2022-12-07,Bayern,Nürnberg,OTHER_CLIMATE_GROUP,,20 Klimablockaden in Bayern seit 25. Oktober: Kein Witz: Polizei hat geschultes Team für die Lösung Festgeklebter! - Nürnberg
2021-03-28,Berlin,Berlin,OTHER_CLIMATE_GROUP,,Earth Hour: People in Berlin and around the world turned off their lights to raise awareness for climate and environmental protection.
2021-03-28,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,,Earth Hour: People in Frankfurt and around the world turned off their lights to raise awareness for climate and environmental protection.
2021-03-28,Nordrhein-Westfalen,Cologne,OTHER_CLIMATE_GROUP,,Earth Hour: People in Cologne and around the world turned off their lights to raise awareness for climate and environmental protection.
2021-03-28,Nordrhein-Westfalen,Mönchengladbach,OTHER_CLIMATE_GROUP,,Earth Hour: People in Mönchengladbach and around the world turned off their lights to raise awareness for climate and environmental protection.
2021-03-28,Nordrhein-Westfalen,Gelsenkirchen,OTHER_CLIMATE_GROUP,,Earth Hour: People in Gelsenkirchen and around the world turned off their lights to raise awareness for climate and environmental protection.
2020-12-11,,,FFF,,Fridays for Future protest with a huge banner against global warming.
2020-01-22,Berlin,Berlin,FFF,,Actress Nina Hoss joins Fridays for Future activists in Berlin.
2019-11-18,Baden-Württemberg,UNKNOWN,GP,,"Greenpeace activists demand shutdown of the cooling tower - Activists climbed the cooling tower of a power plant to demand the shutdown of the facility, accusing the Minister of Economic Affairs of delaying the coal phase-out."
2018-12-16,,,OTHER_CLIMATE_GROUP,,Bundestagsabgeordnete Badum kettet sich an Steigerwald-Buche - Protest against the logging of beech trees in the Steigerwald forest.
2019-12-03,Hamburg,Hamburg,FFF,,"TV-Star Jan Leyk insults a young activist at a climate protest in Hamburg, Germany, calling him a 'little pisser'."
2019-06-27,Nordrhein-Westfalen,Düsseldorf,FFF,36000.0,"Protest in Düsseldorf in support of Fridays for Future, with CDU, FDP, SPD, and Grünen political factions expressing their support and criticizing an AfD motion that accused the organizers of a connection with extremist violence."
2022-10-27,Bayern,Erlangen,OTHER_CLIMATE_GROUP,,Climate activists demonstrate in front of the town hall before the city council meeting in Erlangen.
2019-06-28,Hessen,Wiesbaden,OTHER_CLIMATE_GROUP,,"Wiesbaden hat den Klimanotstand ausgerufen, um bei künftigen Projekten Alternativen zu suchen, die dem Klima nicht schaden."
2019-06-27,Hessen,Rüsselsheim,OTHER_CLIMATE_GROUP,,"Rüsselsheim hat den Klimanotstand ausgerufen, um bei künftigen Projekten Alternativen zu suchen, die dem Klima nicht schaden."
2019-01-18,Nordrhein-Westfalen,Bonn,FFF,30000.0,"Thousands of young people demonstrate for more climate protection in Bonn, carrying signs with slogans like 'What else can we say?' and 'Yes, we want climate justice!'."
2020-08-15,Nordrhein-Westfalen,Datteln,OTHER_CLIMATE_GROUP,40000.0,Climate activists protest against the coal-fired power plant Datteln 4 by paddling with canoes on the Dortmund-Ems Canal in front of the power plant.
2020-09-24,Nordrhein-Westfalen,Enger,FFF,,Globaler Klimastreik: Aktivisten demonstrieren am Freitag in Enger - Umweltaktivistin Hannah Bultmann und andere Mitglieder der Fridays for Future-Ortsgruppe Enger demonstrieren gegen den Klimawandel und die Untätigkeit der Regierung.
2019-05-23,,Dücljqc,FFF,3000.0,Thousands of students demonstrate in front of the Bavaria Statue during the Fridays for Future climate strike.
2020-09-28,Bayern,Dingolfing,FFF,,"Fridays For Future organized an international climate strike with thousands of protest actions across Germany, including a bike demonstration and rally in Dingolfing, which was significantly modified due to the increase in COVID-19 cases."
2020-09-24,Bayern,München,FFF,1500.0,Fridays for Future demonstration in Munich with 1500 participants.
2019-09-27,,Qüxqxix,OTHER_CLIMATE_GROUP,3500.0,"Thousands of people in Qüxqxix, Bayern, protest for climate protection on the streets."
2020-09-24,Nordrhein-Westfalen,Düsseldorf,GP,,"Greenpeace activists climbed the NRW State Chancellery in Düsseldorf and hung two banners with the message 'State Chancellery NRWE: Climate burned, homeland destroyed'."
2019-09-18,Bayern,München,FFF,,Klimastreik in München - Zahlreiche Teilnehmer starten am Königsplatz
2019-07-19,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Greta Thunberg encourages climate protesters in Berlin - Greta Thunberg, the 16-year-old climate activist, spoke at a climate rally in Berlin, stating that they will never stop."
2019-10-25,Baden-Württemberg,Stuttgart,OTHER_CLIMATE_GROUP,,"Climate activists demonstrate against the automotive industry in front of the Porsche Museum in Stuttgart, with some protesters temporarily blocking the entrance to the building's underground car park."
2019-11-29,Nordrhein-Westfalen,Gütersloh,FFF,500.0,"Climate protest event organized by Fridays for Future in Gütersloh with a demonstration march and a closing rally, accompanied by the police."
2019-11-29,Nordrhein-Westfalen,Borgholzhausen,FFF,,"Climate protest event organized by Fridays for Future in Borgholzhausen, accompanied by the police."
2019-11-29,Nordrhein-Westfalen,Werther,FFF,,"Climate protest event organized by Fridays for Future in Werther, accompanied by the police."
2019-11-29,Nordrhein-Westfalen,Dortmund,OTHER_CLIMATE_GROUP,,"Climate protest event in Dortmund with a larger police presence, as part of the international climate action day."
2019-11-29,Nordrhein-Westfalen,Bielefeld,OTHER_CLIMATE_GROUP,,Climate protest event in Bielefeld as part of the international climate action day.
2019-11-29,Nordrhein-Westfalen,Bochum,OTHER_CLIMATE_GROUP,,Climate protest event in Bochum as part of the international climate action day.
2019-11-29,Nordrhein-Westfalen,Münster,OTHER_CLIMATE_GROUP,,Climate protest event in Münster as part of the international climate action day.
2019-11-29,Nordrhein-Westfalen,Recklinghausen,OTHER_CLIMATE_GROUP,,Climate protest event in Recklinghausen as part of the international climate action day.
2018-02-06,Nordrhein-Westfalen,Düsseldorf,OTHER_CLIMATE_GROUP,,Protest in Düsseldorf against nuclear transports to Belgium.
2021-06-09,Nordrhein-Westfalen,NRW,XR,,"Occupation of government buildings by Extinction Rebellion activists, demanding action on climate change, leading to confrontations with the police."
2021-08-19,Berlin,Berlin,OTHER_CLIMATE_GROUP,2200000.0,Several environmental activists demonstrated in Berlin for more climate protection.
2019-10-11,,Washington,OTHER_CLIMATE_GROUP,16.0,"Jane Fonda and other supporters intentionally got arrested in front of the Capitol in Washington, D.C. to protest for climate protection as part of the 'Fire Drill Friday' action, inspired by the 'Fridays For Future' movement and Greta Thunberg."
2021-03-27,Berlin,Berlin,OTHER_CLIMATE_GROUP,,Earth Hour: People in Berlin and around the world turned off lights as a symbol for climate and environmental protection.
2019-09-10,Bayern,Marktbreit,OTHER_CLIMATE_GROUP,,"Seventh climate protest in Marktbreit organized by the local SPD branch, with concerns about the future and the impact of climate change on current and future generations."
2018-08-08,Bayern,Zugspitze,GP,,"Greenpeace activists demonstrate on the Zugspitze mountain for a rapid coal phase-out, highlighting the effects of the extreme summer on heat, drought, glacier melting, and calling for action against climate change."
2018-08-08,Thüringen,Gera,OTHER_CLIMATE_GROUP,,Climate activists in the region around Gera and Eisenberg call for action against climate change and the effects of extreme weather events.
2019-07-12,Bayern,Kulmbach,FFF,60.0,"Fridays-for-Future demo in Kulmbach with around 60 participants, featuring a scientist giving a gloomy forecast on climate change."
2019-09-20,Bayern,München,OTHER_CLIMATE_GROUP,40000.0,Thousands of people in Munich demonstrate for better climate protection.
2019-05-22,Rheinland-Pfalz,Weiden,FFF,200.0,Second 'Fridays for Future' demonstration in Weiden: Students strike again for the climate.
2019-02-28,Hamburg,Hamburg,FFF,10000.0,Greta Thunberg demonstriert mit Tausenden in Hamburg für mehr Klimaschutz.
2020-12-14,Rheinland-Pfalz,Weiden,OTHER_CLIMATE_GROUP,,Climate activists set up a street blockade in Christian-Seltmann-Straße in protest against the Weiden-West IV industrial area.
2019-06-23,Rheinland-Pfalz,Rheinland,EG,,Climate protests in Rheinland ended after three days of civil disobedience actions calling for immediate coal phase-out in Germany and global climate justice.
2019-04-23,Nordrhein-Westfalen,Dortmund,FFF,,"Students in Dortmund participate in a Friday-for-Future protest, advocating for more action on climate change and discussing the need to give up flying for the sake of the environment."
2019-07-08,Nordrhein-Westfalen,Köln,FFF,70.0,"Fridays for Future activists in Cologne start their first night strike, protesting for measures against climate change throughout the entire school week, including the night from Tuesday to Wednesday."
2022-11-23,Hamburg,Hamburg,OTHER_CLIMATE_GROUP,,Climate activists glued themselves to the conductor's podium in the Elbphilharmonie concert hall to protest against the government's indecisive climate policy.
2019-06-15,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,250.0,"Protesters gather in front of the CDU district office in Frankfurt to demand action against climate change from local politicians, but are met with silence and a lack of debate during a meeting of the city council's environmental committee."
2019-10-05,Berlin,Berlin,XR,2000.0,"Climate activists from Extinction Rebellion set up camp near the Chancellery, blocked streets and bridges, and were allowed to continue their protest by the police without proper registration, leading to criticism of the Interior Senator."
2020-09-25,Bayern,Amberg,OTHER_CLIMATE_GROUP,100.0,Around 100 participants attended the first climate protest after the lockdown on Friday in Amberg.
2019-07-09,Brandenburg,Schwarze Pumpe,OTHER_CLIMATE_GROUP,300.0,"Bundesumweltministerin Svenja Schulze erklärt den Kohle-Ausstieg vor Hunderten Kraftwerkern in Schwarze Pumpe, während diese gegen CO2-Steuer und Kohleausstieg protestieren."
2020-01-16,Nordrhein-Westfalen,Merzenich/Kerpen,OTHER_CLIMATE_GROUP,,Protesters continue to stay in the Hambach Forest despite the fact that the forest will be preserved.
2019-08-01,Bayern,Amberg,FFF,,Demonstranten ziehen durch die Amberger Innenstadt. Die “Fridays for Future“-Ortsgruppe hat bereits fünf Demonstrationen organisiert.
2019-06-19,Nordrhein-Westfalen,Düsseldorf,FFF,,"Protests by climate activists in the Rheinische Revier region, with the participation of around 9600 police officers over six days, resulting in 25 police officers injured."
2021-06-24,Hessen,Alsfeld,OTHER_CLIMATE_GROUP,,A woman in the Dannenröder Forest protest camp was sentenced to two years and three months in prison for violence against police officers.
2020-11-23,Nordrhein-Westfalen,Köln,OTHER_CLIMATE_GROUP,,"Cologne environmental activist removed from tree in Dannenröder Forest where trees are being cleared for the construction of the A49 highway, with environmental and climate activists protesting against the project due to the climate crisis."
2021-03-19,Niedersachsen,Delmenhorst,OTHER_CLIMATE_GROUP,,"Klimaforderungen an die Stadt Delmenhorst - A group of activists from Delmenhorst and surrounding areas handed over a climate protection petition to the mayor and other local politicians, demanding a systematic climate protection plan and adherence to the Paris Climate Agreement."
2020-04-24,,Mülcqjl/Qüilqjix,FFF,,Despite Corona: Climate protests by Fridays for Future in Bayern | Onetz - Students demonstrate for climate protection.
2021-06-18,Berlin,Berlin,FFF,,Fridays for Future activists in Berlin have resumed their weekly strikes after a several-week break due to the coronavirus.
2020-09-27,,Onetz,OTHER_CLIMATE_GROUP,,Demonstration for more climate protection with the motto 'Kein Grad weiter' on Adolf-Kolping-Platz.
2017-08-26,Rheinland-Pfalz,Kerpen,OTHER_CLIMATE_GROUP,,"Protest demanding a quick coal phase-out in Germany, with a human chain formed at the Hambach open-pit mine to send a message to the energy company RWE."
2019-09-20,,New York,OTHER_CLIMATE_GROUP,,"Greta Thunberg speaks at the UN Youth Climate Summit in New York, calling for action against the climate crisis."
2019-09-20,,New York,OTHER_CLIMATE_GROUP,,"UN Youth Climate Summit takes place in New York, where young delegates develop proposals to fight climate change."
2019-09-20,,New York,OTHER_CLIMATE_GROUP,,"Greta Thunberg speaks at the global climate strikes in New York, addressing tens of thousands of people."
2019-09-20,,Various,OTHER_CLIMATE_GROUP,,"Global climate strikes take place in dozens of countries, with hundreds of thousands of people participating."
2020-08-30,,Erkelenz-Lützerath,OTHER_CLIMATE_GROUP,,"Symbolic protection in front of the coal excavator: Demonstration with masks and visit from Berlin. A broad alliance of environmental organizations, anti-lignite activists, and climate activists called for a demonstration and human chain at the edge of the open-pit mine between Keyenberg and the already resettled Immerath."
2018-05-06,Berlin,Berlin,GP,,"Youth swim in the Spree river to protest for a quick coal phase-out, with banners in the water displaying slogans such as 'Don't let our future drown' and 'Coal doesn't turn me on'."
2019-04-08,Berlin,Berlin,FFF,,"Students from the 'Fridays for Future' movement presented a catalog of demands for more climate protection to the politicians, including shutting down a quarter of German coal-fired power plants this year and achieving carbon neutrality by 2035."
2021-06-15,Bayern,München,GP,,"Greenpeace protest action at the German national team game did not go as planned, with a paraglider getting tangled in the stadium roof and causing injuries."
2019-11-29,Niedersachsen,Delmenhorst,FFF,100.0,"Climate protest event organized by Fridays for Future in Delmenhorst with around 100 participants, focusing on the issue of plastic pollution and featuring guest speakers discussing the need for immediate action and changes in personal behavior."
2019-06-20,Nordrhein-Westfalen,Garzweiler,OTHER_CLIMATE_GROUP,6000.0,Three-day demonstrations by approximately 6000 climate activists against the lignite mining of energy provider RWE in the Garzweiler lignite mining area. They block the open-pit mine and railway lines to two power plants.
2016-08-19,,Erkelenz-Lützerath,OTHER_CLIMATE_GROUP,1000.0,"Climate camp of lignite opponents near the Garzweiler open-pit mine, with actions of civil disobedience and confrontations with the police."
2021-03-23,,NRW-Staatskanzlei,GP,,Greenpeace protest in front of the NRW State Chancellery against coal policy.
2019-09-13,,Zlixqxljqx,OTHER_CLIMATE_GROUP,,"Protest by Greta Thunberg in front of the White House, calling out Trump as a liar."
2021-06-24,Hessen,Alsfeld,OTHER_CLIMATE_GROUP,,A climate protester in Dannenröder Forst was sentenced to two years and three months in prison for assaulting police officers during a protest camp.
2019-09-14,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,,Activists block access to the Frankfurt International Motor Show (IAA) and are confronted by the police.
2019-09-12,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,,Activists block access to the Frankfurt International Motor Show (IAA) and are confronted by the police.
2014-12-08,Schleswig-Holstein,Ascheberg,OTHER_CLIMATE_GROUP,,"Protest against fracking with the goal of making unconventional gas drilling in Germany nearly impossible, including demands for environmental impact assessments and burden of proof reversal."
2020-09-18,Nordrhein-Westfalen,Münster,OTHER_CLIMATE_GROUP,,"Demonstration for urban life without car traffic, with various activities on the street and the closure of the road for cars."
2019-06-14,Niedersachsen,Bassum,FFF,100.0,"Students from Prinzhöfte-Schule participated in a Fridays For Future demonstration in Bassum, demanding action on climate change and promoting sustainable mobility."
2020-09-09,Nordrhein-Westfalen,Warendorf,FFF,,"Protest against decisions of the Warendorf council regarding the 'Emsdurchstich' project, marked trees with protest signs and ribbons."
2022-11-04,Berlin,Berlin,Letzte Generation,,"The climate activist group 'Letzte Generation' criticizes the media for not reporting objectively and accuses them of spreading accusations, falsehoods, and hate speech; the group continues its protests despite the criticism and calls for a boundary to be drawn."
2021-06-24,Hessen,Alsfeld,OTHER_CLIMATE_GROUP,,A woman from the Dannenröder Forest occupation was sentenced to two years and three months in prison for violence against police officers.
2019-02-08,Bayern,Amberg,OTHER_CLIMATE_GROUP,,Students protest loudly for climate protection in Amberg.
2018-09-13,Nordrhein-Westfalen,Hambacher Forst,OTHER_CLIMATE_GROUP,,"Protest against the clearing of tree houses in the Hambacher Forst by activists, with a large police presence and potential confrontations."
2019-09-20,Nordrhein-Westfalen,Essen,OTHER_CLIMATE_GROUP,,Churches for Climate Action Day: 'Action must be taken now.'
2020-10-21,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,10.0,"Protest against climate-damaging monetary policy by the European Central Bank (EZB) in Frankfurt, with 10 activists participating."
2020-03-02,Bayern,Schwabach,BN,100.0,"Bicycle demonstration organized by Bund Naturschutz (BN) and Allgemeiner Deutscher Fahrrad-Club (ADFC) in Schwabach to express wishes and proposals for climate protection, accompanied by three police vehicles and a motorbike escort."
2019-07-18,Baden-Württemberg,Mannheim,FFF,,"Parents of school children who participated in Fridays For Future protests in Mannheim received fines, but the fines were later withdrawn due to public criticism."
2021-08-13,Hessen,Frankfurt,FFF,4500.0,"Fridays for Future protest in Frankfurt with 4500 participants, focusing on the financial sector's impact on the climate."
2019-09-23,Bayern,Kulmbach,OTHER_CLIMATE_GROUP,,"Climate protest event in Kulmbach, Germany, organized by the evangelical and catholic church, calling for more involvement in environmental protection and sustainability, featuring a special worship service and discussions."
2018-09-05,Nordrhein-Westfalen,Hambacher Forst,OTHER_CLIMATE_GROUP,,"Protest against the deforestation of the Hambacher Forst by the energy company RWE, with confrontations between the police and activists."
2018-06-26,Berlin,Berlin,GP,,"Greenpeace activists colored the streets around the Berlin Victory Column with thousands of liters of yellow paint to resemble a sun from the air, as a protest against the delayed coal phase-out and in favor of sustainable energy."
2019-08-01,Bayern,Regensburg,XR,49.0,"Protesters staged a 'Die-In' in front of the Old Town Hall, lying on the ground as if dying, with one activist dressed as Death."
2019-12-11,Nordrhein-Westfalen,Münster,FFF,,"Activists from Fridays for Future Münster handed over 7200 signatures to the mayor and council leaders, urging them to vote for real climate neutrality by 2030."
2020-10-21,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,10.0,"Protest against climate-damaging monetary policy by the European Central Bank (EZB) in Frankfurt, with 10 activists participating."
2019-05-24,Bayern,Amberg,FFF,200.0,"On May 24, there was a Friday for Future protest in Amberg, where students striked for more climate protection two days before the European elections."
2021-03-18,,Düqilcqj/Aüixlci,FFF,400.0,Fridays for Future: Hunderte demonstrieren für Klimaschutz | Onetz - Demonstration von Schülern gegen den Klimawandel.
2019-01-31,Hamburg,Hamburg,FFF,2000.0,"Fridays for Future protest in Hamburg with around 2000 participants, organized by Julia Oepen, calling for more climate protection and criticizing the results of the coal commission."
2019-10-30,Thüringen,Weimar,XR,,"Extinction Rebellion activists in Thuringia, Germany, stage protests in various cities, including Weimar, to raise awareness about the climate crisis and advocate for radical action."
2020-02-21,,Miijici,FFF,20000.0,"Tens of thousands of people, including Greta Thunberg, participated in a Fridays for Future demonstration in Miijici to protest for climate action."
2019-09-13,,Heathrow/London,OTHER_CLIMATE_GROUP,,Climate activists arrested for attempting to disrupt Heathrow Airport with a drone.
2017-11-05,Nordrhein-Westfalen,Bonn,OTHER_CLIMATE_GROUP,10000.0,"Protests and hope before the climate conference in Bonn, with demands for a quick coal phase-out and demonstrations and blockades by climate activists."
2019-03-15,Nordrhein-Westfalen,Münster,OTHER_CLIMATE_GROUP,70.0,"Parents for Future protest in Münster, supporting the Fridays for Future movement and calling for a sustainable climate policy."
2015-06-08,Bayern,Garmisch-Partenkirchen,GP,,"Climate activists projected climate demands onto the Zugspitze mountain during the G7 summit in Elmau, calling for a global transition to 100% renewable energy. The police were alerted and Greenpeace may face charges for an unauthorized assembly."
2019-03-15,Bayern,München,FFF,10000.0,"Fridays for Future protest in Munich with 10,000 participants."
2019-03-14,Bayern,Nürnberg,FFF,2000.0,"Fridays for Future protest in Nuremberg with 2,000 participants."
2019-03-14,Bayern,Augsburg,FFF,,Fridays for Future protest in Augsburg.
2019-03-14,Bayern,Erlangen,FFF,,Fridays for Future protest in Erlangen.
2019-03-14,Bayern,Würzburg,FFF,,Fridays for Future protest in Würzburg.
2019-03-14,Bayern,Haßfurt,FFF,,Fridays for Future protest in Haßfurt.
2019-03-14,Bayern,Herzogenaurach,FFF,,Fridays for Future protest in Herzogenaurach.
2019-03-14,Bayern,Deggendorf,FFF,,Fridays for Future protest in Deggendorf.
2019-03-14,Bayern,Bad Tölz,FFF,,Fridays for Future protest in Bad Tölz.
2019-03-08,Bayern,Bad Reichenhall,FFF,,Fridays for Future protest in Bad Reichenhall.
2019-07-05,Bayern,Amberg,FFF,,Demonstranten auf einer der 'Fridays for Future'-Demos in Amberg.
