"id","newspaper","labels","year","excerpt"
15,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-10-01 ""Keinen Krieg führen in der Stadt"" So sehr es ihn freue, dass sich erneut viele Befürworter für das Bahnprojekt versammelt hätten, so traurig sei er über die Vorkommnisse im Schlossgarten, sagte Oberbürgermeister Wolfgang Schuster gestern Abend bei der Kundgebung der Pro-Stuttgart-21-Initiative ""Laufen für Stuttgart"". Spontan war das Stadtoberhaupt ans Rednerpult auf dem Marktplatz getreten. Außerdem sei K 21 keine Alternative, sondern eine Zumutung. Auch er äußerte sich zu der aktuellen Entwicklung der Proteste. ""Es ist traurig, was heute passiert ist."" Letztlich könne man sich aber erst im Nachhinein wirklich ein Urteil bilden. Eine ganz andere Haltung nimmt Werner Wölfle (Grüne) ein: ""Ich bin so erschüttert wie noch nie in meinem Leben, so eine gewalttätige Demonstration der Staatsmacht habe ich noch nie erlebt"", sagte der Fraktionsvorsitzende im Gemeinderat, der zu den Demonstranten zählte. Mit der gesamten Fraktion seien sie seit dem Vormittag vor Ort, berichtete Wölfle. Den Gegnern warf sie ""zunehmend unfaire Methoden"" vor. Hannes Rockenbauch (SöS) hat im Italienurlaub von der Eskalation erfahren und ist ""fassungslos, dass mit so einer Brutalität gegen friedliche Demonstranten vorgegangen wird"". Rockenbauch sagt, dass der Widerstand aber von den Ereignissen profitieren werde. ""Ich glaube, dass uns der Tag sehr nutzen wird"", so der Vertreter von Stuttgart Ökologisch Sozial. Unter der Überschrift ""Mappus läuft mit Wasserwerfer und Tränengas Amok gegen friedliche Stuttgart-21-Demonstranten"" hat das Aktionsbündnis eine Pressemitteilung veröffentlicht. Man sei ""zutiefst empört über den heutigen wahnsinnigen Gewaltexzess der Polizei"", heißt es darin. ""Diesen mit äußerster Gewalt vorgetragenen Angriff auf die Bürger wird das Projekt Stuttgart 21 politisch nicht überleben"", glaubt er. Mehr Fotos aus dem Schlossgarten unter www.stuttgarter-zeitung.de/stuttgart 21 Von Barbara Grüssinger und Viola Volland  Zwischen Polizei und Demonstranten ist es zu heftigen Auseinandersetzungen gekommen. Gestern abend sprachen Justizminister Ulrich Goll, Oberbürgermeister Wolfgang Schuster und Pfarrer Johannes Bräuchle auf dem Marktplatz zu S-21-Befürwortern (rechtes Bild)."
16,"Leipziger Volkszeitung","irrelevant",2015,"""Das Petitionsverfahren ist hiermit beendet""; Für eine menschenwürdige Pflege: Leipzigerin scheitert mit bundesweiter Initiative Von Angelika Raulien Sie hat drei Jahre gekämpft, Tausende Schriftstücke und E-Mails verfasst und mit bundesweit engagierten Bürgern mehr als 108 000 Unterschriften gesammelt. Sie hat die bürokratischen Zulassungshürden des Petitionsausschusses des Deutschen Bundestages überwunden, sich 2013 ein Rederecht im Hohen Haus in Berlin erstritten, weil sie Gesetzesänderungen für eine bessere stationäre Pflege erreichen wollte. Nun, nach zweijähriger (!) Die Botschaft des zwölfseitigen Schreibens aus dem Bundestag, in distanziertem Beamtendeutsch verfasst: Es besteht kein Handlungsbedarf. ""Das Petitionsverfahren ist hiermit beendet."" Rückblick: Im Frühsommer 2012 startete Kleischmantat ihre bundesweite Bürgerinitiative ""Rosenblätter im Irrgarten"". Jahrelang schon hatte die heute 56-Jährige in unterschiedlichen, teils leitenden Positionen in der Pflegebranche gearbeitet und zuletzt die eigene Mutter betreut. Infolge der dabei gemachten Erfahrungen formulierte sie ihr Ziel: eine Petition an den Deutschen Bundestag zur Überprüfung der Menschenwürde in Pflegeheimen und ambulanten Diensten. Der Weg, in Berlin als Bürger Gehör zu finden, war - wie berichtet - steinig. Doch die vielen Unterzeichner des Anliegens - sie füllten 14 Aktenordner - machten es letztlich möglich, dass Kleischmantat vor zwei Jahren vor Mitgliedern des Petitionsausschusses des Bundestages samt Vertretern der Bundesregierung in einer ersten öffentlichen Sitzung zum Thema vorsprechen durfte. Das entsprechende Video findet sich im Internet auf der Homepage www.rosenblaetter-im-irrgarten.de[http://www.rosenblaetter-im-irrgarten.de]. Es heißt nur: ,Sie hören von uns­"", schildert Kleischmantat. Doch die Petitions-Initiatorin hörte ewig nichts. Zwischenzeitlich schrieb sie trotzdem alle damaligen Bundestagsfraktionen an. ""Ich lud mich quasi selber ein, um nochmals detaillierter über das Anliegen der Petition zu berichten"", sagt sie. ""Das Angebot wurde von allen Fraktionen ignoriert."" ""Das heißt im Klartext: Alles kann in den Papierkorb"", ist die Leipzigerin überzeugt. Für sie steht fest: ""Petitionen sind für mich vorgetäuschte Bürgerbeteiligungen."" Annett Kleischmantat, Petitions-Initiatorin Hat nach dem gescheiterten Petitionsverfahren zur Pflege den Glauben an die Demokratie verloren: die Leipzigerin Annett Kleischmantat. Foto: André Kempner"
21,"Stuttgarter Zeitung","relevant",2011,"Stuttgarter Zeitung 2011-01-25 Gericht lehnt Bürgerbegehren ab; Sinsheim Das Verwaltungsgericht Karlsruhe hat den Eilantrag einer Sinsheimer Bürgerinitiative abgelehnt, die sich gegen den Neubau eines großen Bäderparadieses wehrt. Investor des Projekts ist der Friedrichshafner Architekt Josef Wund, der derzeit wegen Verdachts der Bestechung vor dem Stuttgarter Landgericht steht. Der Sinsheimer Gemeinderat hat das Projekt Ende September 2010 genehmigt und einen Monat später ein Bürgerbegehren abgelehnt, obwohl die Initiative deutlich mehr Unterschriften vorlegte als nötig waren. Daraufhin hatte die Initiative Widerspruch beim Regierungspräsidium eingelegt und einen Eilantrag auf vorläufige Feststellung der Zulässigkeit beim Verwaltungsgericht Karlsruhe gestellt."
24,"Stuttgarter Zeitung","relevant",2013,"Stuttgarter Zeitung 2013-04-18 Auch in Stuttgart bleibt die Post bald liegen Stuttgart Der Tarifkonflikt bei der Post AG droht zu eskalieren und die Kunden im Großraum Stuttgart massiv zu treffen. 500 000 Briefe, Pakete und Päckchen wurden nicht ausgetragen. Am Nachmittag wurden das Paketzentrum in Köngen sowie die Briefzentren Reutlingen, Villingen-Schwenningen, Heilbronn, Freiburg, Offenburg, Mannheim und Ravensburg bestreikt, so dass laut Verdi 750 000 Pakete und Briefe unsortiert liegen blieben. Bundesweit legten etwa 3400 Beschäftigte die Arbeit nieder, um der Sechs-Prozent-Forderung der Gewerkschaft Verdi Nachdruck zu verleihen. Nun hofft Verdi auf einen Durchbruch am 25. April. Landesfachbereichsleiter Arnold Püschel kündigte gegenüber der Der Arbeitskampfleiter im Südwesten, Erwin Wolf, denkt schon voraus: 'Wenn wir am 25. April kein Ergebnis bekommen, gehen wir in den Erzwingungsstreik - mit Urabstimmung und vollem Programm ab Anfang Mai.' Dann werde das Unternehmen auch ökonomisch getroffen."
26,"Stuttgarter Zeitung","irrelevant",2012,"Stuttgarter Zeitung 2012-12-06 Richterin sieht keinen Straftatbestand G elassen sieht der SÖS-Stadtrat Gangolf Stocker dem Ausgang des Prozesses gegen ihn vor der 31. Kleinen Kammer des Landgerichts entgegen. Dort muss er sich seit Mittwoch wegen mehrerer Vergehen gegen das Versammlungsgesetz verantworten. In erster Instanz war der SÖS-Stadtrat im Juli vom Amtsgericht Stuttgart zur Zahlung von insgesamt 5400 Euro verurteilt worden, da er als Versammlungsleiter bei mehreren Demonstrationen von S-21-Gegnern gegen die zuvor von der Stadt gemachten Auflagen verstoßen haben soll. Dieses Urteil hat er nicht akzeptiert und Rechtsmittel eingelegt. Die Vorsitzende Richterin ließ bei einer ersten Beurteilung des Falls keine Zweifel daran aufkommen, dass die von der Staatsan­-waltschaft zur Anklage gebrachten Vergehen nicht 'strafbewährt sind', sprich: Gangolf Stocker kann aus Sicht des Gerichts nicht für eine Handlung verurteilt werden, 'die kein strafbares Verhalten' darstellt. Bei der Befragung durch die Richterin machte Gangolf Stocker keinen Hehl daraus, dass er hinsichtlich der Zahl der Ordner, die bei den einzelnen Kundgebungen für Ordnung sorgen sollten, längst nicht alle von der Stadt gemachten Auflagen erfüllt hat. Dies, weil es laut Stocker realitätsfern gewesen wäre, 'für jeweils 50 Demonstrationsteilnehmer einen Ordner bereitzustellen'. Entsprechende Strafbefehle der Staatsanwaltschaft ließen ihn daher auch unbeeindruckt. Dass die Unterschreitung der Zahl der Ordner kein strafbare Handlung darstellt und damit das Urteil des Amtsgerichts kassiert werden müsse, davon geht das Landgericht nach aktuellem Stand aus. Schließlich habe auch die Stadt in der Folge der vermeintlichen Vergehen keine Demonstration verboten. Die von der Kommune gemachten Auflagen, so eine vorläufige Beurteilung des Gerichts, seien zwar rechtmäßig gewesen, ein Verstoß dagegen aber nicht strafbar. Ein bloßer Verweis auf die Einhaltung von Recht und Ordnung reiche da nicht aus. Die Staatsanwaltschaft freilich beurteilt die Sachlage völlig anders und will Gangolf Stocker für seine Verstöße gegen die Auflagen bei den Montagsdemonstrationen und anderen Großkundgebungen zur Rechenschaft ziehen. Dafür will sie möglicherweise während des nächsten Verhandlungstages am Freitag auch entsprechende Beweisanträge stellen und die Vorladung von Zeugen durch das Gericht erreichen."
28,"Stuttgarter Zeitung","irrelevant",2010,"Stuttgarter Zeitung 2010-07-13 Afghanin behält Asylrecht; Verwaltungsgerichtsurteil Eine 37 Jahre alte Asylbewerberin aus Afghanistan darf nach einem Gerichtsurteil nicht in ihr Heimatland abgeschoben werden, weil ihr dort Verfolgung droht. Das Stuttgarter Verwaltungsgericht gab der Frau recht, die gegen den Widerruf des Asylrechts geklagt hatte, wie das Gericht mitteilte. Zur Begründung hieß es, die radikalislamischen Taliban hätten ihre Machtposition im Land wieder ausgebaut und bedrohten Frauen mit westlichem Lebensstil. Die in Kabul geborene Frau reiste 1992 nach Deutschland. Die Frau, die mit einem inzwischen verstorbenen Afghanen verheiratet war, hat drei Kinder, die deutsche Staatsangehörige sind. Seit 1993 war sie anerkannte Asylberechtigte. Im Oktober 2008 wiederrief das Bundesamt für Migration und Flüchtlinge die Anerkennung als Asylberechtigte, weil die Kämpfergruppierung der Mudjahedin ihre Macht in Afghanistan verloren habe und von der neuen afghanischen Regierung eine Verfolgung der Klägerin nicht zu erwarten sei. Die Frau machte geltend, sie habe Angst vor den radikalislamischen Taliban, weil sie sich an den Lebensstil einer westlichen Frau gewöhnt habe. Die Richter urteilten nun, für die Frau bestehe das Risiko einer Verfolgung bei einer Rückkehr nach Afghanistan, ohne dass der afghanische Staat dagegen einschreiten könnte. Eine Berufung ist möglich. ( Az. A 6 K 3896/08). apn "
30,"Weser Kurier","irrelevant",2015,"Ein dickes Minus Landeswirtschaftskammer stellt schlechte Jahresbilanz vor / Auch Landwirte im Landkreis haben zu kämpfen VON   THERESA MIELENZ Landkreis Oldenburg.Die Situation der   landwirtschaftlichen Betriebe ist erschreckend. Dies war der Tenor auf   der Pressekonferenz im Anschluss an die letzte Versammlung der   Landwirtschaftskammer Niedersachsen. Für alle Betriebstypen sei im   Wirtschaftsjahr 2014/2015 ein dickes Minus erzielt worden, hieß es dort."
31,"Weser Kurier","irrelevant",2015,"BELGIEN Angriff auf Militärstützpunkt Namur. Der mutmaßliche Täter   konnte wenig später im Rahmen einer Großfahndung festgenommen werden. Er   habe keinen Widerstand geleistet, berichteten die Ermittler. NA"
32,"Leipziger Volkszeitung","irrelevant",2015,"LEIPZV0020150624eb6o0002a Leipziger Volkszeitung 24 Juni 2015 Kleingärtner verärgert: Vereine verlassen Kreisverband; Zerreißprobe droht / Mitglieder erwarten mit Spannung Hauptversammlung im Juli Von Andreas Tappert Der seit Monaten tobende Streit zwischen Mitgliedsvereinen und dem Vorstand des Kreisverbandes Leipzig der Kleingärtner Westsachsen (die LVZ berichtete) hat Konsequenzen: Der Schkeuditzer Kleingartenverein ""Auenblick"" - mit 191 Parzellen einer der größten im Kreisverband - hat seinen Austritt erklärt, ebenso der Markkleeberger Kleingartenverein ""Zur Sonne"" mit 181 Parzellen. Zum Kreisverband gehören 139 Vereine, darunter 63 aus Leipzig. In vielen Kleingartenvereinen wird deshalb eine Erhöhung der jährlichen Umlage befürchtet, die sie entrichten müssen. Auf der Tagesordnung der nächsten Hauptversammlung am 3. Juli steht schon der Punkt ""Beratung und Beschlussfassung des Verbandsbeitrages für 2016"", der von einigen als ""Umlageerhöhung"" interpretiert wird. Kreisverbandsvorsitzender Ralf-Dirk Eckardt dementiert dies. Nicht wenige Kleingärtner irritiert auch, dass im Finanzbericht 2013 ein Minus von 419 000 Euro erwähnt wird und als Verlustvortrag in den nächsten Finanzbericht aufgenommen werden soll. Auch die Ankündigung, dass auf der Versammlung am 3. Juli über einen Finanzbericht für das Jahr 2015 diskutiert wird, gibt vielen Rätsel auf. Denn es gibt noch keinen Finanzbericht für das Jahr 2014. Im Vergleich beider Positionen wird nachvollziehbar, dass der Kreisverband kein Minus oder Schulden zum 31. Dezember 2013 besitzt."" Auch deshalb erwarten viele Kleingärtner mit Spannung die Jahreshauptversammlung, die im Konferenzraum der Stadtwerke in der Bornaischen Straße 120 stattfindet und zu der jeder Verein einen Abgesandten schicken kann. Dort soll unter anderem über die Abberufung des Verbandsvorsitzenden und seiner rechten Hand abgestimmt werden. Nicht jeder könne Urlaub nehmen. Pressevertreter dürfen an der Versammlung nicht teilnehmen. Dies lasse die Satzung nicht zu, sagt Eckardt."
33,"Leipziger Volkszeitung","relevant",2015,"Straßenpläne sorgen weiter für Unruhe Es war Peter Hettlich, aktueller Landratskandidat in Nordsachsen, der schon 2009 prophezeite: Die B 87 n wird eine ganze Region über Jahre hinweg in Atem halten. Seit erste Pläne für die autobahnähnliche Piste zwischen Leipzig und Torgau bekannt wurden, läuft die Region dagegen Sturm. Nicht nur Bürgerinitiativen in Panitzsch und Taucha organisierten den Widerstand, auch die Gemeinde Borsdorf zog gegen die umstrittene Trassenführung durch die Parthenaue zu Felde. Vorm Sächsischen Oberverwaltungsgericht in Bautzen scheiterte die Kommune allerdings mit ihrer Klage. Bereits zuvor hatte sie eine Schlappe vorm Verwaltungsgericht einstecken müssen. Die Gegenwehr der Kommune und vor allem die massiven Proteste der Bürger blieben aber keinesfalls ohne Wirkung. Den aufmüpfigen Anwohnern und Behütern einer unberührten Parthenaue gingen die Straßenplaner seitdem lieber aus dem Weg."
36,"Stuttgarter Zeitung","irrelevant",2010,"Stuttgarter Zeitung 2010-02-02 Junge Union geht auf Distanz Die Proteste gegen die Äußerungen des Vorsitzenden der Jungen Union (JU), Benjamin Völkel, bei einem Neujahrsempfang über die Älteren unter den Stuttgart-21-Gegnern reißen nicht ab. In einer Pressemitteilung hat sich jetzt die Junge Union Stuttgart-Vaihingen deutlich von Völkels Äußerungen distanziert."
38,"Stuttgarter Zeitung","relevant",2012,"Stuttgarter Zeitung 2012-05-16 Auf der Suche nach den belastbaren Brücken Als es richtig spannend wird im Tarifpoker der Metall- und Elektroindustrie, verzichtet die IG Metall auf die große Show. Massenprotest müssen die Arbeitgeber hier nicht befürchten. Jetzt nicht noch offen provozieren und ein gutes Ergebnis verhindern, lautet die Devise der Gewerkschaft. Zwar hält die Warnstreikwelle mit mittlerweile 200 000 Beteiligten im Südwesten noch an, doch ihren Unmut tun die Metaller andernorts kund. Nur ein Häuflein von 50 Daimler-Beschäftigten aus dem benachbarten Werk hat sich spontan vor der Stadthalle Sindelfingen eingefunden, um ihren Unterhändlern den Rücken zu stärken - auch wenn schlaff herabhängende roten Fahnen nicht gerade wilde Entschlossenheit verraten. Andernfalls werde die große Tarifkommission am Mittwoch über eine Urabstimmung befinden. Die Arbeitgeber sind in der Defensive - angesichts der immer besseren Auftragszahlen müssen sie einen Streik fürchten. Immer stärker zieht die IG Metall daher die Daumenschrauben an, die sie der Gegenseite angelegt hat."
44,"Leipziger Volkszeitung","irrelevant",2015,"""Hier wird Geld zum Fenster hinausgeworfen""; Stadtrat Colditz macht erhebliche Einwände gegen Schulneubau in Böhlen geltend Von Ines Alekowa Colditz. ""Das sind Steuergelder in Millionenhöhe, die bei geordneter, gemeindeübergreifender Planung und Schulpolitik eingespart werden können"", so Schmiedel. Man werde deshalb alle Kanäle für den Protest nutzen, kündigte der Bürgermeister an, und nicht nur Grimma antworten, sondern sich auch an den Steuerzahlerbund wenden, ""dass hier Geld zum Fenster hinausgeworfen wird""."
51,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-08-27 ""Wir haben Stuttgart 21 nicht bestellt"" Von Annette Clauß und Thomas Schwarz  Drei, zwei, eins - tröööööt. Nun hat also auch Waiblingen einen Schwabenstreich, bei dem die Gegner von Stuttgart 21 gegen das Projekt Krach schlagen. Und sie wissen, dass sie damit nicht alleine sind: In der ganzen Region wird Punkt 19 Uhr lautstark gegen die Tieferlegung des Stuttgarter Hauptbahnhofs protestiert. Auch im Rems-Murr-Kreis treffen sich Menschen zu diesem Schwabenstreich - in Winnenden und Schorndorf, aber auch in Gemeinden wie Korb oder Kernen-Stetten. Die Idee, auch in Waiblingen Krach zu schlagen, sei bei der Stuttgarter Demo am Freitag vergangener Woche entstanden, sagt Frieder Bayer. ""Der Widerstand ist eher auf Stuttgart zentriert, aber S 21 betrifft uns ja genauso."" Um das Großprojekt zu finanzieren, werde an anderer Stelle gespart, zum Beispiel im regionalen Schienenverkehr. Multipliziere man das mit 40 000 Schorndorfern, erhalte man einen Betrag von 1,4 Millionen Euro, zu zahlen in zehn Jahren. Mit einer Minute Lärm haben Menschen auch in Waiblingen gegen Stuttgart 21 protestiert. Foto: Martin Stollberg"
53,"Leipziger Volkszeitung","relevant",2015,"Das war der 21. Januar in Leipzig & Das sagen Legida-Anhänger Gesperrte Straßen, Polizei im Großeinsatz, verunsicherte Menschen. Die Legida-Bewegung zog gestern erstmals über Teile des Rings, stieß aber erneut auf großen Widerstand. 18.35 Uhr 18.45 Uhr 18.55 Uhr Die Initiative für Zivilcourage hat diese Ortsschilder produziert - bei den Gegenveranstaltungen zur Legida-Demo sind sie vielerorts zu sehen. Deutliche Zeichen setzen Tausende Menschen aus Leipzig und Umgebung bei den Kundgebungen und Mahnwachen. Da werden sogar die Katzen sauer: In der Stadt sind die Legida-Gegner am Abend in der Überzahl."
55,"Leipziger Volkszeitung","relevant",2015,"Kurz gemeldet Sachsens AfD trifft sich zu einem Sonderparteitag Dresden. Man wolle das Diskussionsergebnis allerdings anschließend auf einer Pressekonferenz deutlich machen, erklärte Petry. Erneut Streik bei Amazon in Leipzig Leipzig. Die Gewerkschaft Verdi dehnt ihre Streiks beim Online-Versandhändler Amazon aus. Heute sowie morgen soll auch das Versandzentrum in Leipzig bestreikt werden, kündigte Verdi gestern an. Die Gewerkschaft hatte bereits an vier anderen deutschen Standorten - in Bad Hersfeld, Rheinberg, Werne und Koblenz - zu Arbeitsniederlegungen vor Ostern aufgerufen. Verdi will Amazon zur Aufnahme von Tarifverhandlungen zwingen. Der Versandhändler sicherte trotz der Streiks eine pünktliche Zustellung bis Ostern zu. Seit dem Frühjahr 2013 kommt es immer wieder zu Arbeitsniederlegungen."
56,"Leipziger Volkszeitung","relevant",2015,"Tauziehen um Kundgebungsorte in der Innenstadt; Islamkritiker setzen auf Unterstützung aus Dresden / Gegenveranstaltungen am Montag und Mittwoch Von Klaus Staeubert und Angelika Raulien Sie sprechen nicht mehr mit den Medien. Die nennen sie verächtlich nur Lügenpresse, die die Bürgerschaft spalte und die Menschen aufeinander hetze. Gegen religiösen Fanatismus, Islamisierung und Multikulti"" lautet das Motto auf dem mit dem Herbst 1989 so eng verbundenen Ring am Montag nun ""Willkommen in Leipzig - eine weltoffene Stadt der Vielfalt"". Wer zuerst kommt, malt nicht nur, sondern demonstriert auch zuerst. Legida zog daraufhin die Anmeldung zurück, wich auf Mittwoch aus. Das Bündnis 8. Mai lädt zuvor von 16 bis 16.45 Uhr auf den Nikolaikirchhof zum Gespräch ein. Dem Speakers` Corner im Londoner Hyde Park ähnlich soll der Nikolaikirchhof auch in den nächsten Wochen Versammlungsort sein, ein Ort, an dem Menschen über ihre Erfahrungen mit Diskriminierung und Migration sprechen können, so Bündnissprecher Frank Kimmerle. Einer der Redner, die für Montag zugesagt haben, ist der Imam der Ahmadiyya-Gemeinde, Said Ahmad Arif. Seine Gemeinde will in Gohlis eine Moschee bauen. Für jeweils Mittwoch sind darüber hinaus in den nächsten vier Wochen zwischen 15 und 21 Uhr laut Wolff Kundgebungen und Mahnwachen an verschiedenen Plätzen in der Innenstadt angemeldet. Das Tauziehen um die Demo-Orte geht also weiter. ""Sollte es so kommen, dass der Augustusplatz Ort der Legida-Kundgebungen wird, werden wir am Mittwoch im Gewandhaus alles Licht löschen, zumal wir da gerade keine öffentlichen Veranstaltungen im Haus haben"", kündigte Gewandhaus-Direktor Andreas Schulz an. Licht aus soll es dann auch gegenüber in der Oper heißen."
57,"Stuttgarter Zeitung","irrelevant",2011,"Stuttgarter Zeitung 2011-06-25 Zu oft und zu hart zugeschlagen Von Miriam Hesse  Der Hauptangeklagte im Prozess gegen eine Jugendbande aus Ludwigsburg hatte auf eine Bewährungsstrafe gehofft. Doch die Große Jugendkammer des Stuttgarter Landgerichts ließ den 17-Jährigen aus dem Ludwigsburger Stadtteil Eglosheim, der zuvor bereits zweimal wegen Körperverletzung vor Gericht gestanden hatte, am Mittwoch nicht mehr mit einem blauen Auge davonkommen - zu oft und zu hart hatte er im vergangenen Jahr zugeschlagen. Insgesamt fünf Fälle von gefährlicher Körperverletzung, ein Raub und eine teure Sachbeschädigung gehen auf das Konto des 17-Jährigen, der nach Ansicht des Vorsitzenden Richters stets der ""Wort- und Anführer"" war. Zu zwei Jahren und drei Monaten Haft verurteilte er den Jugendlichen, der zwischen Juli und Dezember 2010 mehrere junge Männer krankenhausreif geprügelt hatte, für diese ""hochaggressiven Vorgänge"". Die Übergriffe hätten tödlich enden können, hatte die Staatsanwältin zuvor in ihrem Plädoyer betont und eine Haftstrafe von zweieinhalb Jahren gefordert. Unter anderem hatte der junge Schläger Anfang November den Freund seiner Ex-Freundin, den er zufällig getroffen hatte, durch einen heftigen Kopfstoß schwer verletzt. ""Ich kannte einfach keine Grenzen, wenn ich besoffen war"", berichtete er jetzt vor Gericht. Anfang Dezember trat der 17-Jährige in der Ludwigsburger Wilhelmstraße so massiv auf einen Jugendlichen ein, der bereits am Boden lag, dass er ihm den Unterarm brach, als dieser seinen Kopf schützen wollte. Das Opfer war wochenlang arbeitsunfähig und hat heute noch große Angst, plötzlich auf offener Straße attackiert zu werden. Wenige Tage nach der Tat brach der Eglosheimer einem jungen Mann das Nasenbein. Auch einen Überfall im Remsecker Ortsteil Neckargröningen am 14. November auf einen 18-Jährigen hat er angezettelt. Gemeinsam mit seinen drei mitangeklagten Freunden, die alle zum Tatzeitpunkt 17 Jahre alt waren, hat er das Opfer umringt. Dabei ergab sich dem Richter zufolge kein ""Kuddelmuddel beim freundlichen Verhandeln um Stoff"", wie es die Verteidigung bei der Forderung nach einem Freispruch dargestellt hatte. Nach Ansicht des Gerichts ging es der Bande ""von Anfang an darum, den schmächtigen Jungen abzuzocken"". Gewaltsam nahmen sie ihm 2,5 Gramm Marihuana sowie sein Handy und den Geldbeutel ab. Dann bekam er einen Faustschlag ins Gesicht. Ein Mittäter, der bei dem Raub nicht selbst gewalttätig wurde, allerdings als ausgesprochen aggressiv eingeschätzt wurde, bekam eine Bewährungsstrafe von sechs Monaten. Die anderen werden nur bestraft, wenn sie sich in den kommenden zwei Jahren etwas zuschulden kommen lassen. Beide haben eine Ausbildung vor sich, den Freundeskreis gewechselt und aus Sicht der Jugendkammer eine positive Sozialprognose. Einer wird demnächst Vater und hat sich als früheres Mitglied der Black Jackets aus der Gewaltclique freigekauft. Auch dem Haupttäter, der als Kind von seinem drogen- und alkoholabhängigen Vater verprügelt worden war, nahm die Jugendkammer seine Entschuldigung bei den Opfern ab sowie das Versprechen, dass er sein Leben ändern wolle. ""Sehr positive Bemühungen"" habe er bereits in der Untersuchungshaft gezeigt. Allerdings stecke der 17-Jährige ""tief drin"" in der Spirale aus Alkohol und Gewalt, meinte der Richter. Im Gefängnis könne er den Hauptschulabschluss nachholen und eine Therapie anschließen: ""Ob Ihnen das in Freiheit gelänge, bezweifle ich."" "
60,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-07-02 Ja zu Boss-Lager kann nicht gekippt werden In Nürtingen (Kreis Esslingen) wird es keinen Bürgerentscheid über das geplante Logistikzentrum der Firma Hugo Boss im Gewerbegebiet Großer Forst geben. Das Verwaltungsgericht in Stuttgart hat die Klage des Grünen-Fraktionschefs Dieter Braunmüller abgewiesen, der stellvertretend für eine Bürgerinitiative ein Plebiszit über die Ansiedlung erreichen wollte. Der Gemeinderat hatte vor zwei Jahren beschlossen, dass ein entsprechendes Bürgerbegehren, das mehr als 3000 Nürtinger unterzeichnet hatten, nicht zulässig sei. Das Regierungspräsidium bestätigte die Stadt in ihrer Rechtsauffassung, worauf Braunmüller den Klageweg einschlug. Der Gemeinderat hatte sich auch deshalb einem Bürgerbegehren verweigert, weil er die Zuständigkeit für den Bau eines Logistikzentrums nicht bei der Stadt, sondern beim Gewerbezweckverband Wirtschaftsraum Nürtingen sah. In dem Verband haben sich neun Kommunen zusammengeschlossen, um die Gebiete Bachhalde und Großer Forst auf Nürtinger Markung gewerblich zu entwickeln. Der Klägeranwalt Frank Winkeler hatte argumentiert, ein Veto gegen einzelne Projekte müsse nach den Regeln der Demokratie möglich sein. Zudem wende sich das Bürgerbegehren nicht generell gegen die Entwicklung des Großen Forsts als Gewerbegebiet. Beanstandet hat das Verwaltungsgericht auch die Formulierung des Bürgerbegehrens. Die Bürgerinitiative hatte die Verbandsvertreter zwingen wollen, ""weitere Schritte für das Projekt"" zu unterlassen. Aus der Sicht des Verwaltungsgerichts könnte dies auch meinen, dass nicht nur das Logistikzentrum gestoppt werden solle, sondern auch das Bebauungsplanverfahren."
66,"Stuttgarter Zeitung","irrelevant",2009,"Stuttgarter Zeitung 2009-06-16 In der Zelle randaliert - Gefährlicher Unimog - Zsolnay-Porzellan aus Pécs - Spendenaufruf für Stadtkirche In der Zelle randaliert  ESSLINGEN (uls). Nachdem aufmerksame Anwohner die Polizei verständigt hatten, wurden die beiden offensichtlich betrunkenen Männer in der Bahnhofstraße festgenommen. Der 18-Jährige leistete dabei erheblichen Widerstand und schlug, so vermeldet es der Polizeibericht, in der Zelle auf zwei Polizisten ein. Die Beamten haben sich bei der Rangelei mit den renitenten jungen Männern leichte Verletzungen zugezogen."
67,"Leipziger Volkszeitung","relevant",2015,"Erneut Warnstreiks bei der Post; Auch Sachsen und Thüringen von Ausstand betroffen Von Christina NEUHAUS und Gitta Keil Leipzig/Bonn. Die Zustellung von Briefen und Paketen ist gestern erneut von Streiks bei der Deutschen Post behindert worden. Tausende Zusteller in 14 Bundesländern hätten sich an den Ausständen beteiligt, teilte die Gewerkschaft Verdi mit. Von den Niederlassungen würden ganze Regionen betreut, sagte Verdi-Bereichsleiter Andreas Wiedemann. So hätten die Streiks Auswirkungen beispielsweise auch im Erzgebirge oder in Apolda und Bad Berka gehabt. ""Bis jetzt sind es Nadelstichaktionen, um der Post zu zeigen, dass wir überall streikfähig sind. Deshalb wechseln wir auch ständig die Regionen"", sagte Wiedemann. Bundesweit sind laut Verdi 7000 Brief- und Paketzusteller in den Ausstand getreten. Verdi will die Warnstreiks auch an diesem Sonnabend und Anfang kommender Woche fortsetzen. Die Post erklärte, bisher hielten sich die Folgen der Streiks in Grenzen. Verdi fordert eine Arbeitszeitverkürzung von 38,5 auf 36 Stunden mit vollem Lohnausgleich."
